ukb_code	uniprot_id	protein_name	gene_symbol	chr_hg19	start_bp_hg19	end_bp_hg19	olink_panel
860	Q86SJ6	Desmoglein-4	DSG4	18	28956740	28994875	Oncology
861	Q8TEA8	D-aminoacyl-tRNA deacylase 1	DTD1	20	18568537	18744561	Inflammation II
862	O60941	Dystrobrevin beta	DTNB	2	25600067	25896503	Oncology II
863	Q86UW9	Probable E3 ubiquitin-protein ligase DTX2	DTX2	7	76090993	76135312	Neurology II
864	Q8N9I9	Probable E3 ubiquitin-protein ligase DTX3	DTX3	12	57998405	58003587	Oncology
865	P23919	Thymidylate kinase	DTYMK	2	242615157	242626406	Cardiometabolic II
866	Q9NRD8	Dual oxidase 2	DUOX2	15	45384848	45406542	Cardiometabolic
867	Q6B8I1	Dual specificity protein phosphatase 13 isoform A	DUSP13	10	76854192	76868979	Oncology II
868	Q68J44	Dual specificity phosphatase 29	DUSP29	10	76797594	76818272	Neurology II
869	P51452	Dual specificity protein phosphatase 3	DUSP3	17	41843489	41856356	Neurology
870	P33316	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	DUT	15	48623208	48635570	Oncology II
871	O77932	Decapping and exoribonuclease protein	DXO	6	31937587	31940069	Neurology II
872	Q14204	Cytoplasmic dynein 1 heavy chain 1	DYNC1H1	14	102430865	102517129	Oncology II
873	P63172	Dynein light chain Tctex-type 1	DYNLT1	6	159057506	159065771	Neurology II
874	P51808	Dynein light chain Tctex-type 3	DYNLT3	X	37696010	37706890	Oncology II
875	O00559	Receptor-binding cancer antigen expressed on SiSo cells	EBAG9	8	110551940	110578225	Neurology
876	Q14213_Q8NEV9	Interleukin-27	EBI3_IL27	16	28510683	28523372	Oncology
877	P42892	Endothelin-converting enzyme 1	ECE1	1	21543740	21671997	Neurology
878	Q96DC8	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	ECHDC3	10	11784365	11806069	Cardiometabolic II
879	P30084	Enoyl-CoA hydratase, mitochondrial	ECHS1	10	135175984	135187193	Cardiometabolic II
880	O75521	Enoyl-CoA delta isomerase 2	ECI2	6	4115923	4135831	Cardiometabolic II
881	Q16610	Extracellular matrix protein 1	ECM1	1	150480538	150486265	Inflammation II
882	Q19T08	Endothelial cell-specific chemotaxis regulator	ECSCR	5	138784245	138842328	Neurology II
883	Q9HAV5	Tumor necrosis factor receptor superfamily member 27	EDA2R	X	65815479	65859108	Oncology
884	Q9UNE0	Tumor necrosis factor receptor superfamily member EDAR	EDAR	2	109510927	109605828	Inflammation
885	P56851	Epididymal secretory protein E3-beta	EDDM3B	14	21236586	21239107	Oncology II
886	Q9BV94	ER degradation-enhancing alpha-mannosidase-like protein 2	EDEM2	20	33703167	33865928	Cardiometabolic II
887	O60869	Endothelial differentiation-related factor 1	EDF1	9	139756571	139760738	Neurology II
888	O43854	EGF-like repeat and discoidin I-like domain-containing protein 3	EDIL3	5	83236373	83680611	Cardiometabolic
889	P05305	Endothelin-1	EDN1	6	12290596	12297427	Cardiometabolic II
890	P24530	Endothelin receptor type B	EDNRB	13	78469616	78493903	Inflammation II
891	P29692	Elongation factor 1-delta	EEF1D	8	144661867	144681711	Cardiometabolic II
892	O75071	EF-hand calcium-binding domain-containing protein 14	EFCAB14	1	47124366	47184824	Oncology II
893	Q5VUJ9	Dynein regulatory complex protein 8	EFCAB2	1	245133007	245290466	Oncology II
894	Q12805	EGF-containing fibulin-like extracellular matrix protein 1	EFEMP1	2	56093102	56151274	Cardiometabolic
895	Q9BUP0	EF-hand domain-containing protein D1	EFHD1	2	233470767	233547491	Neurology II
896	P20827	Ephrin-A1	EFNA1	1	155099936	155107333	Neurology
897	P52798	Ephrin-A4	EFNA4	1	155036207	155042029	Neurology
898	P52799	Ephrin-B2	EFNB2	13	107142079	107187462	Neurology II
899	P01133	Pro-epidermal growth factor	EGF	4	110834040	110933422	Inflammation
900	Q9UHF1	Epidermal growth factor-like protein 7	EGFL7	9	139553308	139567130	Oncology
901	Q63HQ2	Pikachurin	EGFLAM	5	38258511	38465123	Oncology II
902	P00533	Epidermal growth factor receptor	EGFR	7	55086714	55324313	Cardiometabolic
903	Q9GZT9	Egl nine homolog 1	EGLN1	1	231499497	231560790	Inflammation
904	Q8NDI1	EH domain-binding protein 1	EHBP1	2	62900986	63273622	Cardiometabolic II
905	Q9NZN3	EH domain-containing protein 3	EHD3	2	31456880	31492313	Cardiometabolic II
906	P47813	Eukaryotic translation initiation factor 1A, X-chromosomal	EIF1AX	X	20142636	20159962	Neurology II
907	P19525	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2	2	37326353	37384208	Oncology II
908	Q9NZJ5	Eukaryotic translation initiation factor 2-alpha kinase 3	EIF2AK3	2	88856259	88927094	Cardiometabolic II
909	P20042	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	20	32676104	32700138	Cardiometabolic II
910	P23588	Eukaryotic translation initiation factor 4B	EIF4B	12	53399942	53435993	Neurology
911	P06730	Eukaryotic translation initiation factor 4E	EIF4E	4	99792835	99851788	Inflammation II
912	Q13541	Eukaryotic translation initiation factor 4E-binding protein 1	EIF4EBP1	8	37887859	37917883	Cardiometabolic
913	Q04637	Eukaryotic translation initiation factor 4 gamma 1	EIF4G1	3	184032283	184053146	Inflammation
914	O43432	Eukaryotic translation initiation factor 4 gamma 3	EIF4G3	1	21132963	21503377	Neurology II
915	P55010	Eukaryotic translation initiation factor 5	EIF5	14	103799881	103811362	Cardiometabolic II
916	P63241	Eukaryotic translation initiation factor 5A-1	EIF5A	17	7210318	7215774	Inflammation
917	Q9H777	Zinc phosphodiesterase ELAC protein 1	ELAC1	18	48494361	48514491	Neurology II
918	P26378	ELAV-like protein 4	ELAVL4	1	50513686	50669458	Neurology II
919	P15502	Elastin	ELN	7	73442119	73484237	Cardiometabolic II
920	Q14241	Elongin-A	ELOA	1	24069645	24088549	Oncology
921	Q15370	Elongin-B	ELOB	16	2821415	2827298	Cardiometabolic II
922	Q8N8S7	Protein enabled homolog	ENAH	1	225674537	225840844	Inflammation
923	P21128	Poly(U)-specific endoribonuclease	ENDOU	12	48103517	48119350	Oncology II
924	P17813	Endoglin	ENG	9	130577291	130617035	Cardiometabolic
925	P06733	Alpha-enolase	ENO1	1	8921061	8939308	Neurology
926	P09104	Gamma-enolase	ENO2	12	7022909	7032861	Neurology
927	P13929	Beta-enolase	ENO3	17	4851387	4860426	Cardiometabolic II
928	Q9UHY7	Enolase-phosphatase E1	ENOPH1	4	83351715	83382244	Oncology II
929	Q16206	Ecto-NOX disulfide-thiol exchanger 2	ENOX2	X	129757350	130037208	Cardiometabolic II
930	Q07075	Glutamyl aminopeptidase	ENPEP	4	111286889	111486441	Cardiometabolic II
931	Q13822	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	ENPP2	8	120569326	120685693	Cardiometabolic
932	Q9UJA9	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5	ENPP5	6	46126924	46138708	Inflammation
933	Q6UWR7	Glycerophosphocholine cholinephosphodiesterase ENPP6	ENPP6	4	185009859	185142383	Cardiometabolic II
934	Q6UWV6	Ectonucleotide pyrophosphatase/phosphodiesterase family member 7	ENPP7	17	77704681	77716021	Inflammation
935	O43768	Alpha-endosulfine	ENSA	1	150573327	150602088	Oncology II
936	Q9Y5L3	Ectonucleoside triphosphate diphosphohydrolase 2	ENTPD2	9	139942550	139948497	Oncology
937	O75356	Ectonucleoside triphosphate diphosphohydrolase 5	ENTPD5	14	74424713	74486102	Cardiometabolic
938	O75354	Ectonucleoside triphosphate diphosphohydrolase 6	ENTPD6	20	25176329	25207365	Cardiometabolic
939	Q96C92	Endosome-associated-trafficking regulator 1	ENTR1	9	139296377	139305061	Cardiometabolic II
940	Q09472	Histone acetyltransferase p300	EP300	22	41487790	41576081	Inflammation II
941	Q9HCM4	Band 4.1-like protein 5	EPB41L5	2	120770581	120936695	Neurology II
942	P16422	Epithelial cell adhesion molecule	EPCAM	2	47572297	47614740	Inflammation
943	Q6UW88	Epigen	EPGN	4	75174190	75181024	Oncology II
944	P21709	Ephrin type-A receptor 1	EPHA1	7	143087382	143105985	Inflammation
945	Q5JZY3	Ephrin type-A receptor 10	EPHA10	1	38179552	38230805	Neurology
946	P29317	Ephrin type-A receptor 2	EPHA2	1	16450832	16482582	Oncology
947	P54764	Ephrin type-A receptor 4	EPHA4	2	222282747	222438922	Inflammation II
948	P54760	Ephrin type-B receptor 4	EPHB4	7	100400187	100425121	Cardiometabolic
949	O15197	Ephrin type-B receptor 6	EPHB6	7	142552792	142568847	Neurology
950	P34913	Bifunctional epoxide hydrolase 2	EPHX2	8	27348296	27403081	Cardiometabolic
951	Q9Y6I3	Epsin-1	EPN1	19	56186592	56221224	Oncology II
952	P01588	Erythropoietin	EPO	7	100318423	100321323	Inflammation
953	P58107	Epiplakin	EPPK1	8	144939497	144952635	Cardiometabolic II
954	Q9H6S3	Epidermal growth factor receptor kinase substrate 8-like protein 2	EPS8L2	11	694438	727727	Oncology
955	P04626	Receptor tyrosine-protein kinase erbB-2	ERBB2	17	37844167	37886679	Oncology
956	P21860	Receptor tyrosine-protein kinase erbB-3	ERBB3	12	56473641	56497289	Inflammation
957	Q15303	Receptor tyrosine-protein kinase erbB-4	ERBB4	2	212240446	213403565	Oncology
958	Q96RT1	Erbin	ERBIN	5	65222303	65378377	Oncology
959	O15083	ERC protein 2	ERC2	3	55542336	56502391	Neurology II
960	P07992	DNA excision repair protein ERCC-1	ERCC1	19	45910591	45982086	Oncology II
961	O14944	Proepiregulin	EREG	4	75230860	75254468	Neurology
962	Q8IV48	3'-5' exoribonuclease 1	ERI1	8	8859657	8974256	Oncology II
963	Q96PL5	Erythroid membrane-associated protein	ERMAP	1	43282795	43310660	Inflammation II
964	O75460	Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1	17	62116502	62208179	Oncology II
965	P30040	Endoplasmic reticulum resident protein 29	ERP29	12	112451120	112461255	Inflammation II
966	Q9BS26	Endoplasmic reticulum resident protein 44	ERP44	9	102741461	102861322	Oncology
967	B6SEH8	Endogenous retrovirus group V member 1 Env polyprotein	ERVV-1	19	53517174	53519375	Cardiometabolic II
968	Q96AP7	Endothelial cell-selective adhesion molecule	ESAM	11	124622026	124632186	Cardiometabolic
969	Q9NQ30	Endothelial cell-specific molecule 1	ESM1	5	54273692	54318499	Inflammation
970	Q14674	Separin	ESPL1	12	53662083	53687427	Oncology II
971	P03372	Estrogen receptor	ESR1	6	151977826	152450754	Inflammation II
972	A0FGR8	Extended synaptotagmin-2	ESYT2	7	158523686	158622944	Neurology II
973	P34910	Protein EVI2B	EVI2B	17	29630784	29641130	Oncology II
974	O60447	Ecotropic viral integration site 5 protein homolog	EVI5	1	92974253	93257961	Inflammation II
975	Q92817	Envoplakin	EVPL	17	74000583	74023533	Oncology II
976	Q01780	Exosome component 10	EXOSC10	1	11126675	11159938	Cardiometabolic II
977	Q92935	Exostosin-like 1	EXTL1	1	26346375	26362955	Cardiometabolic II
978	P15311	Ezrin	EZR	6	159186773	159240444	Neurology
979	P00742	Coagulation factor X	F10	13	113777128	113803843	Inflammation II
980	P03951	Coagulation factor XI	F11	4	187187099	187210835	Inflammation II
981	Q9Y624	Junctional adhesion molecule A	F11R	1	160965001	160991138	Neurology
982	P00748	Coagulation factor XII	F12	5	176829141	176836577	Inflammation II
983	P05160	Coagulation factor XIII B chain	F13B	1	197008321	197036397	Inflammation II
984	P00734	Prothrombin	F2	11	46740730	46761056	Inflammation II
985	P25116	Proteinase-activated receptor 1	F2R	5	76011868	76031606	Inflammation
986	P13726	Tissue factor	F3	1	94994781	95007356	Oncology
987	P08709	Coagulation factor VII	F7	13	113760105	113774995	Cardiometabolic
988	P00740	Coagulation factor IX	F9	X	138612917	138645617	Cardiometabolic
989	P07148	Fatty acid-binding protein, liver	FABP1	2	88422510	88427635	Inflammation
990	P12104	Fatty acid-binding protein, intestinal	FABP2	4	120238405	120243545	Cardiometabolic
991	P05413	Fatty acid-binding protein, heart	FABP3	1	31838472	31849697	Cardiometabolic II
992	P15090	Fatty acid-binding protein, adipocyte	FABP4	8	82390654	82395498	Cardiometabolic
993	Q01469	Fatty acid-binding protein 5	FABP5	8	82192598	82197012	Neurology
994	P51161	Gastrotropin	FABP6	5	159614374	159665742	Cardiometabolic
995	Q0Z7S8	Fatty acid-binding protein 9	FABP9	8	82370576	82373814	Inflammation
996	Q13158	FAS-associated death domain protein	FADD	11	70049269	70053496	Cardiometabolic
997	O94988	Protein FAM13A	FAM13A	4	89647106	90032549	Oncology II
998	A8MVW0	Protein FAM171A2	FAM171A2	17	42430583	42441243	Neurology II
999	Q6P995	Protein FAM171B	FAM171B	2	187558698	187630685	Oncology II
1000	Q8WUF8	Cotranscriptional regulator FAM172A	FAM172A	5	92953775	93447404	Cardiometabolic II
1001	Q96MK3	Pseudokinase FAM20A	FAM20A	17	66531254	66597530	Cardiometabolic II
1002	P58499	Protein FAM3B	FAM3B	21	42676139	42729358	Oncology
1003	Q92520	Protein FAM3C	FAM3C	7	120988905	121036418	Cardiometabolic
1004	Q96BQ1	Protein FAM3D	FAM3D	3	58619673	58652575	Oncology II
1005	Q12884	Prolyl endopeptidase FAP	FAP	2	163027194	163101661	Cardiometabolic
1006	Q9Y285	Phenylalanine--tRNA ligase alpha subunit	FARSA	19	13033293	13044851	Neurology II
1007	P25445	Tumor necrosis factor receptor superfamily member 6	FAS	10	90750414	90775542	Cardiometabolic
1008	P48023	Tumor necrosis factor ligand superfamily member 6	FASLG	1	172628154	172636014	Inflammation
1009	P98095	Fibulin-2	FBLN2	3	13573824	13679922	Cardiometabolic II
1010	P35556	Fibrillin-2	FBN2	5	127593601	127994878	Neurology II
1011	P09467	Fructose-1,6-bisphosphatase 1	FBP1	9	97365415	97402531	Cardiometabolic
1012	Q8WWV6	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	FCAMR	1	207131310	207143970	Cardiometabolic II
1013	P24071	Immunoglobulin alpha Fc receptor	FCAR	19	55385704	55401838	Inflammation
1014	P12319	High affinity immunoglobulin epsilon receptor subunit alpha	FCER1A	1	159259504	159278014	Neurology II
1015	P06734	Low affinity immunoglobulin epsilon Fc receptor	FCER2	19	7753644	7767032	Neurology
1016	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a	FCGR2A	1	161475220	161493803	Cardiometabolic
1017	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b	FCGR2B	1	161551101	161648444	Oncology
1018	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B	FCGR3B	1	161592986	161601753	Cardiometabolic
1019	O00602	Ficolin-1	FCN1	9	137801431	137809809	Inflammation II
1020	Q15485	Ficolin-2	FCN2	9	137772654	137779924	Cardiometabolic
1021	Q96LA6	Fc receptor-like protein 1	FCRL1	1	157764193	157789895	Cardiometabolic
1022	Q96LA5	Fc receptor-like protein 2	FCRL2	1	157715523	157746922	Inflammation
1023	Q96P31	Fc receptor-like protein 3	FCRL3	1	157644111	157670647	Inflammation
1024	Q96RD9	Fc receptor-like protein 5	FCRL5	1	157483167	157522310	Neurology
1025	Q6DN72	Fc receptor-like protein 6	FCRL6	1	159770301	159786041	Inflammation
1026	Q6BAA4	Fc receptor-like B	FCRLB	1	161691353	161697933	Oncology
1027	P10109	Adrenodoxin, mitochondrial	FDX1	11	110300607	110335605	Cardiometabolic II
1028	Q6P4F2	Ferredoxin-2, mitochondrial	FDX2	19	10416103	10426691	Cardiometabolic II
1029	P39748	Flap endonuclease 1	FEN1	11	61560109	61564716	Oncology
1030	P07332	Tyrosine-protein kinase Fes/Fps	FES	15	91426925	91439006	Oncology
1031	Q9UGM5	Fetuin-B	FETUB	3	186353758	186370930	Cardiometabolic
1032	P02671	Fibrinogen alpha chain	FGA	4	155504278	155511918	Inflammation II
1033	Q5JSP0	FYVE, RhoGEF and PH domain-containing protein 3	FGD3	9	95709733	95798518	Neurology II
1034	P61328	Fibroblast growth factor 12	FGF12	3	191857184	192485553	Inflammation II
1035	O43320	Fibroblast growth factor 16	FGF16	X	76709648	76712769	Inflammation II
1036	O95750	Fibroblast growth factor 19	FGF19	11	69513000	69519410	Inflammation
1037	P09038	Fibroblast growth factor 2	FGF2	4	123747863	123819391	Inflammation
1038	Q9NP95	Fibroblast growth factor 20	FGF20	8	16849678	16859690	Inflammation II
1039	Q9NSA1	Fibroblast growth factor 21	FGF21	19	49258816	49261587	Oncology
1040	Q9GZV9	Fibroblast growth factor 23	FGF23	12	4477393	4488894	Oncology
1041	P11487	Fibroblast growth factor 3	FGF3	11	69624992	69633792	Inflammation II
1042	P12034	Fibroblast growth factor 5	FGF5	4	81187753	81257834	Inflammation
1043	P10767	Fibroblast growth factor 6	FGF6	12	4537321	4554780	Inflammation II
1044	P21781	Fibroblast growth factor 7	FGF7	15	49715293	49780972	Oncology II
1045	P31371	Fibroblast growth factor 9	FGF9	13	22245522	22278637	Oncology II
1046	Q14512	Fibroblast growth factor-binding protein 1	FGFBP1	4	15937192	15940363	Oncology
1047	Q9BYJ0	Fibroblast growth factor-binding protein 2	FGFBP2	4	15961866	15970932	Cardiometabolic II
1048	Q8TAT2	Fibroblast growth factor-binding protein 3	FGFBP3	10	93666346	93669240	Neurology II
1049	P21802	Fibroblast growth factor receptor 2	FGFR2	10	123237848	123357972	Oncology
1050	P22455	Fibroblast growth factor receptor 4	FGFR4	5	176513887	176525145	Inflammation II
1051	Q08830	Fibrinogen-like protein 1	FGL1	8	17721889	17767874	Inflammation II
1052	P09769	Tyrosine-protein kinase Fgr	FGR	1	27938575	27961788	Neurology
1053	P07954	Fumarate hydratase, mitochondrial	FH	1	241660903	241683061	Neurology II
1054	Q5W0V3	FHF complex subunit HOOK interacting protein 2A	FHIP2A	10	116581503	116659591	Cardiometabolic II
1055	P49789	Bis(5'-adenosyl)-triphosphatase	FHIT	3	59735036	61237133	Neurology
1056	Q9Y3D6	Mitochondrial fission 1 protein	FIS1	7	100882739	100895597	Inflammation
1057	Q9NWM8	Peptidyl-prolyl cis-trans isomerase FKBP14	FKBP14	7	30050203	30066300	Neurology II
1058	P68106	Peptidyl-prolyl cis-trans isomerase FKBP1B	FKBP1B	2	24272571	24286551	Inflammation
1059	Q02790	Peptidyl-prolyl cis-trans isomerase FKBP4	FKBP4	12	2904119	2914576	Neurology
1060	Q13451	Peptidyl-prolyl cis-trans isomerase FKBP5	FKBP5	6	35541362	35696360	Neurology
1061	Q9Y680	Peptidyl-prolyl cis-trans isomerase FKBP7	FKBP7	2	179328391	179343327	Neurology
1062	Q9UIM3	FK506-binding protein-like	FKBPL	6	32096484	32098068	Oncology II
1063	Q01543	Friend leukemia integration 1 transcription factor	FLI1	11	128556430	128683162	Oncology
1064	O43155	Leucine-rich repeat transmembrane protein FLRT2	FLRT2	14	85996488	86095034	Neurology
1065	P17948	Vascular endothelial growth factor receptor 1	FLT1	13	28874489	29069265	Oncology
1066	P36888	Receptor-type tyrosine-protein kinase FLT3	FLT3	13	28577411	28674729	Oncology
1067	P49771	Fms-related tyrosine kinase 3 ligand	FLT3LG	19	49977464	49989488	Inflammation
1068	P35916	Vascular endothelial growth factor receptor 3	FLT4	5	180028506	180076624	Oncology
1069	O95466	Formin-like protein 1	FMNL1	17	43298811	43324687	Neurology
1070	Q06787	Synaptic functional regulator FMR1	FMR1	X	146993469	147032645	Oncology
1071	P02751	Fibronectin	FN1	2	216225163	216300895	Inflammation II
1072	Q4ZHG4	Fibronectin type III domain-containing protein 1	FNDC1	6	159590429	159693141	Neurology II
1073	P49354	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	FNTA	8	42889337	42940931	Oncology II
1074	Q04609	Glutamate carboxypeptidase 2	FOLH1	11	49168187	49230222	Inflammation II
1075	P15328	Folate receptor alpha	FOLR1	11	71900602	71907345	Oncology
1076	P14207	Folate receptor beta	FOLR2	11	71927645	71932994	Neurology
1077	P41439	Folate receptor gamma	FOLR3	11	71825915	71850936	Oncology
1078	P01100	Proto-oncogene c-Fos	FOS	14	75745477	75748933	Oncology II
1079	P53539	Protein fosB	FOSB	19	45971253	45978437	Neurology
1080	Q9UPW0	Forkhead box protein J3	FOXJ3	1	42642210	42801548	Inflammation II
1081	Q12778	Forkhead box protein O1	FOXO1	13	41129804	41240734	Inflammation
1082	O43524	Forkhead box protein O3	FOXO3	6	108881038	109005977	Oncology
1083	Q9Y2L6	FERM domain-containing protein 4B	FRMD4B	3	69219141	69591734	Cardiometabolic II
1084	Q6ZUT3	FERM domain-containing protein 7	FRMD7	X	131211021	131262048	Neurology II
1085	Q92765	Secreted frizzled-related protein 3	FRZB	2	183698002	183731890	Neurology
1086	P01225	Follitropin subunit beta	FSHB	11	30252563	30256808	Cardiometabolic II
1087	P19883	Follistatin	FST	5	52776239	52782964	Inflammation
1088	Q12841	Follistatin-related protein 1	FSTL1	3	120111140	120170100	Cardiometabolic II
1089	O95633	Follistatin-related protein 3	FSTL3	19	676392	683385	Inflammation
1090	O95954	Formimidoyltransferase-cyclodeaminase	FTCD	21	47556176	47575481	Neurology II
1091	P04066	Tissue alpha-L-fucosidase	FUCA1	1	24171567	24194784	Cardiometabolic
1092	A2VDF0	Fucose mutarotase	FUOM	10	135168658	135171529	Inflammation II
1093	P09958	Furin	FURIN	15	91411822	91426688	Oncology
1094	P35637	RNA-binding protein FUS	FUS	16	31191431	31203127	Oncology
1095	P19526	Galactoside alpha-(1,2)-fucosyltransferase 1	FUT1	19	49251268	49258647	Oncology II
1096	P21217_Q11128	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5	FUT3_FUT5	19	5842899	5903798	Neurology
